name,highway,geometry
Satara Road,trunk,"LINESTRING (73.8573435 18.4880826, 73.8573316 18.4888788)"
Satara Road,trunk,"LINESTRING (73.8575782 18.4916615, 73.8575785 18.4917261, 73.8575843 18.4919353, 73.8575846 18.4919459, 73.8576104 18.4924231)"
Satara Road,trunk,"LINESTRING (73.8576762 18.493062, 73.8577041 18.493278, 73.8577379 18.4934538, 73.8577453 18.4934966)"
Mundhwa Road,trunk,"LINESTRING (73.9322537 18.5235895, 73.9322308 18.5234154, 73.9322138 18.5231499, 73.9321848 18.5226959, 73.932156 18.5222267, 73.9321344 18.521874, 73.9321262 18.5216947, 73.9321327 18.5215669, 73.9321439 18.521468, 73.9321727 18.5213512, 73.9323285 18.5209425, 73.9323973 18.5207343, 73.9324427 18.5205746, 73.9324672 18.5204899, 73.9325013 18.5203724, 73.9325199 18.5202023, 73.9325378 18.5200662)"
Kharadi Bypass,trunk,"LINESTRING (73.9346605 18.5397562, 73.9346461 18.5396193)"
Kharadi Bypass,trunk,"LINESTRING (73.9374302 18.5525052, 73.9373672 18.5519614, 73.9373478 18.5517943, 73.937334 18.551675, 73.937332 18.5516577, 73.9373143 18.5514844, 73.9372961 18.5513555, 73.9372879 18.5512973, 73.9372431 18.551094, 73.9372107 18.5509429)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8471155 18.5563994, 73.8468856 18.5568276, 73.8467167 18.5571164)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8496497 18.5518007, 73.8495582 18.5519386, 73.8490965 18.5527018, 73.8471155 18.5563994)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8497003 18.5518788, 73.8497584 18.5517831, 73.8502874 18.5509283, 73.8504987 18.5505605, 73.8510277 18.5493193)"
Nagar Road,trunk,"LINESTRING (73.989906 18.5833435, 73.9896313 18.5831787, 73.989325 18.582995, 73.9892849 18.5829673, 73.9891376 18.582881, 73.9890654 18.5828371, 73.9890032 18.5827992)"
Nagar Road,trunk,"LINESTRING (73.9186914 18.5608981, 73.9185867 18.5608701, 73.9183433 18.5608074)"
Nagar Road,trunk,"LINESTRING (73.921153 18.5616232, 73.9209766 18.561568, 73.9204814 18.561413, 73.9200663 18.5612831, 73.9200133 18.5612665, 73.9196004 18.5611372)"
,trunk,"LINESTRING (73.8804309 18.5038622, 73.8803118 18.5037731, 73.8802208 18.5036899)"
Nagar Road,trunk,"LINESTRING (73.9309265 18.5629806, 73.9290021 18.5628149)"
Kharadi Bypass,trunk,"LINESTRING (73.9371359 18.5506212, 73.937012 18.550073, 73.9367494 18.5489103, 73.9366376 18.5484156, 73.936502 18.5478071, 73.9362729 18.5468014, 73.9362708 18.546793, 73.9362181 18.5465855, 73.9361923 18.546484, 73.9360781 18.546034, 73.936018 18.5457972, 73.9360056 18.5457486)"
Kharadi Bypass,trunk,"LINESTRING (73.9371606 18.5507266, 73.9371359 18.5506212)"
Kharadi Bypass,trunk,"LINESTRING (73.9385159 18.5621148, 73.9385213 18.5622152)"
Nagar Road,trunk,"LINESTRING (73.9385159 18.5621148, 73.9383036 18.5621406, 73.9379886 18.562212, 73.9375717 18.5623491, 73.937079 18.562529, 73.9359869 18.5629556, 73.9355847 18.563124, 73.9352465 18.5632048)"
Kharadi Bypass,trunk,"LINESTRING (73.9369812 18.5506631, 73.9370047 18.550769)"
Kharadi Bypass,trunk,"LINESTRING (73.9372882 18.552608, 73.9373996 18.5536958, 73.9374311 18.5540034, 73.9374573 18.5542591)"
Kharadi Bypass,trunk,"LINESTRING (73.9370047 18.550769, 73.9370521 18.5509717)"
Kharadi Bypass,trunk,"LINESTRING (73.9350085 18.542292, 73.9352053 18.5431622, 73.9353988 18.5440181, 73.9354555 18.5442508, 73.9356288 18.5449426, 73.9356634 18.5450687)"
Kharadi Bypass,trunk,"LINESTRING (73.9357878 18.5449185, 73.9356957 18.5446036)"
Kharadi Bypass,trunk,"LINESTRING (73.9345051 18.5397984, 73.9346789 18.5406367)"
Magarpatta Road,trunk,"LINESTRING (73.9322236 18.5317034, 73.9323075 18.5318321, 73.9324402 18.5319771, 73.932639 18.5322279, 73.9327317 18.5323805, 73.9328488 18.5325967, 73.9329788 18.532989)"
Magarpatta Road,trunk,"LINESTRING (73.9323765 18.5297494, 73.9323485 18.5300068, 73.9323161 18.5303051, 73.9322794 18.5306448, 73.9322492 18.5309245, 73.932205 18.5313333, 73.9321894 18.5314775, 73.9321948 18.531572, 73.9322236 18.5317034)"
Kharadi Bypass,trunk,"LINESTRING (73.9273868 18.502742, 73.9274021 18.5029084)"
Mundhwa Road,trunk,"LINESTRING (73.9324526 18.5200611, 73.9324356 18.5201899, 73.932424 18.5202745, 73.9323901 18.5204603, 73.9323804 18.520491, 73.9323598 18.5205558, 73.9323154 18.5207116, 73.9322477 18.5209167, 73.9322143 18.5209838, 73.9320908 18.5213282, 73.9320597 18.5214544, 73.9320476 18.5215606, 73.9320408 18.5216945, 73.9320493 18.5218781, 73.9320569 18.5220003, 73.9320837 18.5224277, 73.9320958 18.5226213)"
Mundhwa Road,trunk,"LINESTRING (73.9296493 18.5083889, 73.9297243 18.5084778)"
Mundhwa Road,trunk,"LINESTRING (73.9321575 18.5235295, 73.9321641 18.5235829)"
Nagar Road,trunk,"LINESTRING (73.8882554 18.5458016, 73.8887178 18.5459019)"
Nagar Road,trunk,"LINESTRING (73.9979034 18.5904441, 73.9990962 18.5924829, 73.9993476 18.5928658, 73.9996101 18.5932435, 73.9996392 18.5932848, 73.9998705 18.5936513, 74.000188 18.594064, 74.0011193 18.5953862, 74.0014278 18.5957776, 74.0015184 18.5958717)"
Nagar Road,trunk,"LINESTRING (73.9279143 18.5629441, 73.9309044 18.5632106, 73.9322077 18.5633407)"
Nagar Road,trunk,"LINESTRING (73.889228 18.5460284, 73.889269 18.5460415, 73.8895078 18.5461309, 73.8896923 18.5462116, 73.8898566 18.54632, 73.8899286 18.5463707, 73.8901877 18.5465533, 73.8902805 18.5466186, 73.8903946 18.5466989, 73.8904906 18.5467666, 73.8905078 18.5467787, 73.8906078 18.5468734, 73.8908456 18.5471052)"
Kharadi Bypass,trunk,"LINESTRING (73.9386882 18.5623166, 73.9386846 18.5622096)"
Nagar Road,trunk,"LINESTRING (73.9386882 18.5623166, 73.9389187 18.5623702, 73.9392865 18.5624733, 73.9395664 18.5625844)"
Nagar Road,trunk,"LINESTRING (73.9948747 18.5868904, 73.9958272 18.58793)"
Nagar Road,trunk,"LINESTRING (73.8975347 18.5526666, 73.8982665 18.5529009, 73.8986627 18.5530145, 73.8988943 18.5530782, 73.8991335 18.5531439, 73.8994599 18.5532336, 73.8995465 18.5532622)"
Nagar Road,trunk,"LINESTRING (73.927847 18.5629415, 73.9279143 18.5629441)"
Nagar Road,trunk,"LINESTRING (73.9136437 18.5594341, 73.9139197 18.5595411, 73.9152708 18.5600516, 73.9157952 18.5602497, 73.9160612 18.5603267, 73.9161936 18.5603651, 73.9165429 18.5604799, 73.9168225 18.5605667, 73.9177123 18.5608429, 73.9179428 18.5609145, 73.9181949 18.5609915)"
Nagar Road,trunk,"LINESTRING (73.896914 18.5524621, 73.8975347 18.5526666)"
Nagar Road,trunk,"LINESTRING (73.9098922 18.5580313, 73.910381 18.558272, 73.9104367 18.5582973)"
Nagar Road,trunk,"LINESTRING (73.8870689 18.5455512, 73.8874994 18.5456384)"
Nagar Road,trunk,"LINESTRING (73.9385266 18.5623128, 73.9386882 18.5623166)"
Nagar Road,trunk,"LINESTRING (73.9370607 18.5627473, 73.9376433 18.5625347, 73.9380472 18.562402, 73.9383412 18.5623353)"
Nagar Road,trunk,"LINESTRING (73.892844 18.5492315, 73.8931398 18.5495957)"
Nagar Road,trunk,"LINESTRING (73.8887667 18.5457097, 73.887753 18.5454899, 73.8875938 18.5454554, 73.8875178 18.54544, 73.8867935 18.5452932, 73.8861194 18.5451614, 73.8856192 18.5450486, 73.8849204 18.5448911, 73.8847753 18.5448543)"
Nagar Road,trunk,"LINESTRING (73.8887178 18.5459019, 73.8888395 18.5459282)"
Nagar Road,trunk,"LINESTRING (73.8976046 18.5524803, 73.8971642 18.5523359)"
Nagar Road,trunk,"LINESTRING (73.8965183 18.5523279, 73.8966885 18.552389, 73.896914 18.5524621)"
Solapur Road,trunk,"LINESTRING (73.908402 18.5064701, 73.9086592 18.5064585, 73.9097035 18.5064375, 73.9107915 18.5064156)"
Solapur Road,trunk,"LINESTRING (73.9028764 18.5065656, 73.9030717 18.5065721, 73.9036683 18.5065861, 73.9047267 18.5065684, 73.9056683 18.5065606)"
Solapur Road,trunk,"LINESTRING (73.9011134 18.5065724, 73.9012128 18.5065668, 73.9023461 18.5065469, 73.9028764 18.5065656)"
"['Mundhwa Road', 'Kharadi Bypass']",trunk,"LINESTRING (73.9276659 18.5052509, 73.9276687 18.5055428, 73.9276777 18.5056854)"
Solapur Road,trunk,"LINESTRING (73.9246489 18.5032345, 73.9252101 18.5030809, 73.9252675 18.5030652, 73.9258843 18.5029188, 73.926147 18.502856)"
Solapur Road,trunk,"LINESTRING (73.8973893 18.5066828, 73.8972756 18.5066951, 73.8969285 18.5067325)"
Solapur Road,trunk,"LINESTRING (73.8973408 18.5069468, 73.8975563 18.5070247, 73.8978685 18.5071306, 73.8979257 18.5071493, 73.8979697 18.5071637, 73.8980784 18.5071993)"
Solapur Road,trunk,"LINESTRING (73.8984887 18.5067822, 73.8986684 18.50673, 73.8991231 18.5066448, 73.8994625 18.5066159, 73.8997213 18.5066113, 73.9002829 18.5065963)"
Mundhwa Road,trunk,"LINESTRING (73.9284762 18.5070203, 73.9289206 18.5075133)"
Mundhwa Road,trunk,"LINESTRING (73.9285451 18.5069696, 73.9280956 18.5064721, 73.9280746 18.5064493, 73.9280006 18.5063686, 73.9279428 18.5062986, 73.9279303 18.5062798, 73.9278874 18.5062153, 73.9278438 18.5061205, 73.9278101 18.5060224, 73.9277843 18.5059149, 73.9277715 18.5058179, 73.9277538 18.5055373)"
,trunk,"LINESTRING (73.8592869 18.4435569, 73.8593053 18.4434942, 73.8595149 18.44278)"
,trunk,"LINESTRING (73.8592869 18.4435569, 73.8592534 18.4437553, 73.8592342 18.4439551, 73.8592453 18.444235, 73.8592792 18.4444908)"
,trunk,"LINESTRING (73.8592792 18.4444908, 73.8592453 18.444235, 73.8592342 18.4439551, 73.8592534 18.4437553, 73.8592869 18.4435569)"
,trunk,"LINESTRING (73.8592792 18.4444908, 73.8592701 18.4445715, 73.8592831 18.4447105, 73.8592869 18.4448552, 73.8592923 18.4449951, 73.8592842 18.4451936, 73.8592359 18.4455142, 73.8591528 18.4458418)"
Shivaji Road,trunk,"LINESTRING (73.8553642 18.5211739, 73.8554154 18.5210478, 73.8554326 18.5210055)"
Shivaji Road,trunk,"LINESTRING (73.8554326 18.5210055, 73.8555358 18.5208561, 73.8556954 18.5206653)"
Nagar Road,trunk,"LINESTRING (73.9114852 18.558511, 73.9108897 18.5582723, 73.9107222 18.5581844, 73.9106215 18.5581316)"
Nagar Road,trunk,"LINESTRING (73.9183433 18.5608074, 73.9182514 18.5607864)"
Nagar Road,trunk,"LINESTRING (73.9114881 18.5587221, 73.9116107 18.5587642)"
Nagar Road,trunk,"LINESTRING (73.9116107 18.5587642, 73.9116701 18.5587846, 73.9125331 18.5590649, 73.9126812 18.5591125, 73.9128448 18.5591614, 73.913154 18.5592557, 73.9136437 18.5594341)"
Viman Nagar Road,trunk,"LINESTRING (73.9182514 18.5607864, 73.9182198 18.5608812)"
Nagar Road,trunk,"LINESTRING (73.9182514 18.5607864, 73.9180047 18.5607257, 73.9162569 18.5601768, 73.9158643 18.5600631, 73.9156942 18.5599988, 73.9149696 18.559725, 73.9148876 18.559694, 73.9139931 18.559356, 73.9125359 18.5588669, 73.9117405 18.5585986, 73.9116004 18.5585505)"
Nagar Road,trunk,"LINESTRING (73.9196004 18.5611372, 73.9195364 18.5611336, 73.9190559 18.5609954, 73.9186914 18.5608981)"
Nagar Road,trunk,"LINESTRING (73.9116004 18.5585505, 73.9114852 18.558511)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8579588 18.4485579, 73.8582107 18.4484269, 73.8583819 18.4483594)"
Satara Road,trunk,"LINESTRING (73.8581456 18.449624, 73.8580201 18.4504156, 73.8580013 18.4506747)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8208434 18.4621815, 73.8213095 18.4617727)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8197935 18.4630867, 73.8201535 18.4628543, 73.820209 18.4627968, 73.8204432 18.462554, 73.8208434 18.4621815)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7636641 18.5749317, 73.7637153 18.5747936)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8538037 18.5022215, 73.853789 18.5023245, 73.8537808 18.5025223, 73.8538229 18.5026015)"
Nagar Road,trunk,"LINESTRING (73.8847801 18.5450723, 73.8847753 18.5448543)"
Nagar Road,trunk,"LINESTRING (73.8847801 18.5450723, 73.8848721 18.5450834, 73.8858538 18.5453047)"
Shivaji Road,trunk,"LINESTRING (73.8586647 18.5056843, 73.858739 18.5053834)"
Nagar Road,trunk,"LINESTRING (73.8888395 18.5459282, 73.8889572 18.5459537, 73.889228 18.5460284)"
Satara Road,trunk,"LINESTRING (73.8584863 18.4542775, 73.8584963 18.4543233, 73.858505 18.4543748)"
,trunk,"LINESTRING (73.7878822 18.4962159, 73.7877651 18.4962727)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7878822 18.4962159, 73.7879857 18.4965226, 73.7882701 18.497128, 73.7884793 18.497446, 73.7887904 18.4978428, 73.7891398 18.4982529, 73.789996 18.4992607, 73.790215 18.4995263, 73.7904474 18.4998161, 73.7910006 18.5004613, 73.791494 18.5010353, 73.7917783 18.5014103, 73.7919701 18.5017067, 73.7921444 18.502022, 73.7922613 18.5022888, 73.7923563 18.5025988)"
Nagar Road,trunk,"LINESTRING (73.9621018 18.5754054, 73.9617911 18.5752718, 73.9613265 18.5750876, 73.9606284 18.5748349, 73.9605692 18.5748135, 73.9602916 18.5747131, 73.9598851 18.5745613, 73.9596142 18.5744453, 73.9593906 18.5743351)"
Solapur Road,trunk,"LINESTRING (73.8980784 18.5071993, 73.8981602 18.5070791, 73.8982594 18.5069437, 73.8983466 18.5068458, 73.8984887 18.5067822)"
Shivaji Road,trunk,"LINESTRING (73.8584601 18.5011158, 73.8584909 18.5009078)"
,trunk,"LINESTRING (73.8520418 18.4500497, 73.8520703 18.4501628)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8520418 18.4500497, 73.8519062 18.4500887, 73.8505916 18.4504712, 73.8490914 18.450889)"
,trunk,"LINESTRING (73.8520703 18.4501628, 73.8520418 18.4500497)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8520703 18.4501628, 73.8524755 18.4500475, 73.852494 18.4500421)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8535984 18.4497383, 73.8537742 18.4497026, 73.8540669 18.4496297, 73.8544409 18.4495816, 73.8551948 18.4493887, 73.8558928 18.4491977, 73.8563516 18.4490654, 73.8567275 18.448937, 73.8571091 18.4488025, 73.8577229 18.4486335, 73.8579588 18.4485579)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8191907 18.4635177, 73.8177851 18.4651419, 73.8155394 18.4676632, 73.8129304 18.4705922, 73.8126722 18.4708916, 73.8122652 18.4713272, 73.8120693 18.4715447, 73.8118489 18.4717592, 73.8109578 18.472757)"
Magarpatta Road Flyover,trunk,"LINESTRING (73.9274365 18.50241, 73.9274458 18.5026655, 73.927635 18.5049066, 73.9276458 18.5050229, 73.9276655 18.5051684, 73.9276659 18.5052509)"
Magarpatta Road Flyover,trunk,"LINESTRING (73.9274365 18.50241, 73.9273654 18.5024219, 73.9273076 18.5024152, 73.9272326 18.5024003, 73.9271569 18.5023882, 73.9270918 18.5023933, 73.9270315 18.502406, 73.9257302 18.5027709, 73.925522 18.5028333)"
Solapur Road,trunk,"LINESTRING (73.925522 18.5028333, 73.9254192 18.5028618, 73.9252178 18.5029176, 73.9247486 18.5030476, 73.9245936 18.5030906, 73.9243988 18.5031439, 73.9242225 18.5031922)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8067111 18.4777597, 73.8089247 18.475258, 73.8098645 18.4741663, 73.8099563 18.474056, 73.810024 18.4740136)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8067584 18.4775023, 73.8054134 18.4790131, 73.8033733 18.4812929, 73.8029336 18.4817459, 73.8025795 18.4821123, 73.8023213 18.482372)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8195068 18.4633973, 73.8197935 18.4630867)"
Satara Road,trunk,"LINESTRING (73.8584273 18.5004653, 73.8584349 18.5005586)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8584273 18.5004653, 73.8580945 18.5004998, 73.8575666 18.5005544, 73.8573959 18.5005721, 73.8571365 18.5006245, 73.8568729 18.5006777, 73.8560991 18.5008532, 73.8558792 18.5009613)"
Pune-Solapur Road,trunk,"LINESTRING (73.9084009 18.5062919, 73.9080614 18.5063101, 73.9070306 18.5063652)"
Solapur Road,trunk,"LINESTRING (73.9214266 18.5039195, 73.9211004 18.5040222)"
Satara Road,trunk,"LINESTRING (73.8580013 18.4506747, 73.8580031 18.4508114, 73.8580057 18.4509292)"
Shivaji Road,trunk,"LINESTRING (73.8562211 18.5181816, 73.856232 18.5178104)"
Solapur Road Flyover,trunk,"LINESTRING (73.9309471 18.5016937, 73.9312034 18.5016714, 73.9314597 18.5016491, 73.9331042 18.5015452, 73.9335021 18.5015025, 73.9359198 18.5011403, 73.9364916 18.5010516)"
Solapur Road,trunk,"LINESTRING (73.9413061 18.5004738, 73.9418294 18.5004101, 73.9421719 18.5003684, 73.9423697 18.5003431, 73.9424468 18.5003333, 73.942734 18.5002967, 73.9428416 18.5002839, 73.9430944 18.5002539)"
,trunk,"LINESTRING (73.9385094 18.5009236, 73.9385723 18.5006888)"
,trunk,"LINESTRING (73.9397825 18.5005224, 73.9394903 18.5005654, 73.9389011 18.5006448)"
Satara Road,trunk,"LINESTRING (73.8573037 18.481158, 73.8573081 18.4810553, 73.8573128 18.4803213)"
Kharadi Bypass,trunk,"LINESTRING (73.9277271 18.5051545, 73.9277701 18.5050344, 73.9277394 18.5046219)"
Magarpatta Road Flyover,trunk,"LINESTRING (73.9277271 18.5051545, 73.9277182 18.5050198, 73.9277096 18.5049023, 73.927515 18.5026671, 73.9275062 18.5023895)"
Satara Road,trunk,"LINESTRING (73.8577992 18.4683959, 73.857814 18.4683105)"
Satara Road,trunk,"LINESTRING (73.8562131 18.4740391, 73.856197 18.4742706, 73.8561997 18.474455)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.837388 18.571401, 73.8372423 18.5717964)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8795384 18.4505915, 73.8797344 18.4507095)"
Dr. Rajendra Prasad Path,trunk,"LINESTRING (73.8525031 18.5289808, 73.8518334 18.5280802, 73.8515163 18.5277091, 73.8513502 18.5275179, 73.8512688 18.5274241)"
Bankimchandra Chatopadhyay Path,trunk,"LINESTRING (73.8517917 18.5297087, 73.8523273 18.5295629, 73.852547 18.5295073, 73.852738 18.5294805)"
,trunk,"LINESTRING (73.9322306 18.5631187, 73.9322229 18.5631929)"
Nagar Road,trunk,"LINESTRING (73.9322306 18.5631187, 73.9318134 18.5630873, 73.9309265 18.5629806)"
"['Old Pune–Mumbai Highway', 'Bankimchandra Chatopadhyay Path', 'H. K. Firodia Bridge']",trunk,"LINESTRING (73.852738 18.5294805, 73.8528383 18.5294735, 73.8529267 18.5294827, 73.8530058 18.5295113, 73.8530661 18.5295394, 73.853391 18.529732, 73.8534561 18.5297828, 73.853494 18.5298152, 73.853744 18.5300748, 73.8537803 18.5301119, 73.853838 18.5301477, 73.8540241 18.5302121, 73.8540626 18.5302221, 73.8541769 18.5302447, 73.8547032 18.5302788, 73.8547819 18.5302834)"
Dr. Rajendra Prasad Path,trunk,"LINESTRING (73.8512688 18.5274241, 73.8511482 18.5272884)"
Shivaji Road,trunk,"LINESTRING (73.8512688 18.5274241, 73.8511886 18.5274507, 73.8511303 18.5274672, 73.8511208 18.5274688, 73.8510305 18.5274835, 73.8509232 18.5275018, 73.8508039 18.527551, 73.8506705 18.5276295, 73.8505399 18.5277603, 73.8504224 18.5279081)"
Shivaji Road,trunk,"LINESTRING (73.8512688 18.5274241, 73.8513435 18.5273884, 73.8513903 18.5273602, 73.8514153 18.5273451, 73.8514656 18.5273051, 73.8515346 18.5272504, 73.8517184 18.5271436, 73.8519233 18.5270244, 73.852095 18.5269322, 73.852244 18.5268462, 73.8523623 18.5267618, 73.8524449 18.5266819, 73.8525178 18.5266051, 73.8526149 18.5265114, 73.8530377 18.526066, 73.8531369 18.5259549, 73.8531425 18.5259486, 73.8532798 18.5257947)"
Dr. Rajendra Prasad Path,trunk,"LINESTRING (73.8526879 18.5291657, 73.8525031 18.5289808)"
Shivaji Road,trunk,"LINESTRING (73.8586251 18.5016817, 73.8585846 18.5014698, 73.8585224 18.5012985, 73.8584992 18.501231, 73.8584601 18.5011158)"
Bajirao Road,trunk,"LINESTRING (73.853628 18.505896, 73.8536555 18.5063705)"
Bajirao Road,trunk,"LINESTRING (73.8536555 18.5063705, 73.8536991 18.5067226)"
Nagar Road,trunk,"LINESTRING (73.9436163 18.5648712, 73.9435352 18.5647749, 73.9433805 18.5646136, 73.9433448 18.5645763, 73.9432465 18.5644738, 73.9430033 18.56422, 73.9427095 18.563967, 73.9424252 18.5637489, 73.9423473 18.5637002, 73.942106 18.5635493, 73.9406307 18.5627965, 73.940511 18.5627404)"
Bankimchandra Chatopadhyay Path,trunk,"LINESTRING (73.8525373 18.529202, 73.8525031 18.5289808)"
"['Old Pune–Mumbai Highway', 'Dr. Rajendra Prasad Path']",trunk,"LINESTRING (73.8531362 18.5294465, 73.8530366 18.5293921, 73.8526879 18.5291657)"
"['Raja Bahadur Mill Marg', 'New Sangam Bridge']",trunk,"LINESTRING (73.8594626 18.5297337, 73.8595338 18.5297412, 73.8597049 18.5297506, 73.8617042 18.5297166, 73.8619138 18.5297355)"
"['Raja Bahadur Mill Marg', 'New Sangam Bridge']",trunk,"LINESTRING (73.8594626 18.5297337, 73.8595304 18.5297711, 73.8596226 18.5298095, 73.8597002 18.529834, 73.861705 18.5298073, 73.8617941 18.5298017, 73.861975 18.5297903, 73.8622022 18.5297759, 73.8623685 18.5297766)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8531929 18.5294751, 73.8531362 18.5294465)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8632138 18.5296934, 73.8630904 18.5296788, 73.8630052 18.5296723, 73.8629626 18.5296716)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8623685 18.5297766, 73.8626023 18.5297776, 73.8626643 18.5297787, 73.86309 18.5297861, 73.8631386 18.5297936, 73.8631821 18.529803, 73.8632048 18.5298097)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8747538 18.5300698, 73.8751449 18.5304452)"
,trunk,"LINESTRING (73.8554353 18.5302583, 73.8555043 18.5302425, 73.8556096 18.5302189, 73.855792 18.5301821, 73.8570285 18.529915, 73.8572015 18.5298743, 73.8572778 18.5298515, 73.8573799 18.5298209, 73.8575555 18.529765, 73.8577339 18.5296938, 73.8579056 18.5296353, 73.8581255 18.5295755, 73.8582985 18.5295463, 73.8584742 18.5295323, 73.8586096 18.5295437, 73.8587612 18.5295641, 73.8594626 18.5297337)"
,trunk,"LINESTRING (73.8554353 18.5302583, 73.8554187 18.5302426, 73.8554098 18.5302342, 73.8553521 18.5302088, 73.855279 18.5301992, 73.855216 18.5301999, 73.855143 18.5302783)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8751449 18.5304452, 73.8752016 18.5304908)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8756056 18.5306955, 73.875512 18.5306032, 73.8752944 18.5304231)"
Bund Garden Road,trunk,"LINESTRING (73.8755536 18.5307762, 73.8756048 18.5308211)"
Bund Garden Road,trunk,"LINESTRING (73.8768113 18.5319499, 73.8771147 18.5322228, 73.877741 18.5327627, 73.877997 18.5329833, 73.8783718 18.5333064)"
Bund Garden Road,trunk,"LINESTRING (73.878822 18.5336882, 73.8788959 18.5337541, 73.87897 18.5338526, 73.8790245 18.5339291, 73.8790652 18.5339862, 73.8792991 18.5343326, 73.8794574 18.5345671, 73.8794755 18.5345946, 73.8795394 18.5346918)"
Bund Garden Road,trunk,"LINESTRING (73.8801327 18.535529, 73.8804387 18.5360173, 73.8805048 18.5361227, 73.8807189 18.5364221, 73.8807737 18.5365124, 73.8811905 18.5371972, 73.8812424 18.5372867, 73.8813002 18.5373641, 73.8814863 18.5376731, 73.8815387 18.5377552, 73.8818161 18.5381902, 73.8819895 18.5384521, 73.882106 18.5386071, 73.8822018 18.5387584, 73.8829598 18.5399351)"
Bund Garden Road,trunk,"LINESTRING (73.8829598 18.5399351, 73.8835179 18.5407544, 73.8835701 18.540831, 73.8836615 18.5409623, 73.8837449 18.5410455, 73.8838292 18.5410931, 73.8838902 18.5411354)"
,trunk,"LINESTRING (73.8838902 18.5411354, 73.8839966 18.5410514)"
Bund Garden Road,trunk,"LINESTRING (73.8838902 18.5411354, 73.8839275 18.5411716, 73.8839696 18.541221, 73.8840101 18.5412711, 73.8840367 18.5413126, 73.884068 18.5413958)"
Babasaheb Ambedkar Bridge,trunk,"LINESTRING (73.884068 18.5413958, 73.8840574 18.541454, 73.8833053 18.5447096, 73.8832866 18.5447898)"
Bund Garden Road,trunk,"LINESTRING (73.8853839 18.5418409, 73.8853993 18.5415921)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8511186 18.5491473, 73.8511605 18.5490768)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8511605 18.5490768, 73.8512645 18.5489063, 73.8514207 18.5485619)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.851772 18.5447537, 73.8517597 18.5443005)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.851024 18.5490935, 73.8509341 18.5492794, 73.8505742 18.5501548, 73.8505368 18.5502456, 73.8504216 18.5505258, 73.8502131 18.5508885, 73.8496853 18.5517415, 73.8496497 18.5518007)"
Nagar Road,trunk,"LINESTRING (73.8960634 18.5520977, 73.896146 18.5521493, 73.8963619 18.5522615, 73.8963921 18.5522733)"
Nagar Road,trunk,"LINESTRING (73.8963921 18.5522733, 73.8965183 18.5523279)"
Nagar Road,trunk,"LINESTRING (73.8965895 18.5521368, 73.896522 18.5521104, 73.8964519 18.5520829, 73.8962536 18.5519799, 73.8958566 18.5517318, 73.8955102 18.5515154, 73.8953615 18.5514185, 73.8952538 18.5513343, 73.894248 18.550455, 73.8940851 18.5503126, 73.8938741 18.5500986, 73.8937646 18.5499886, 73.8936279 18.5498512, 73.8934312 18.5496277, 73.8930761 18.5491858, 73.8929299 18.549004, 73.8927493 18.5487724, 73.8925974 18.548606, 73.8917331 18.5476784, 73.8915486 18.5474795, 73.8910519 18.5470228, 73.8907562 18.5467347, 73.8906444 18.5466287, 73.8906206 18.5466119, 73.8902146 18.546326, 73.8900101 18.5461819, 73.8899783 18.5461595, 73.8897962 18.5460394, 73.8896653 18.5459822, 73.8895898 18.5459492, 73.8893371 18.5458545, 73.8891835 18.5458113)"
Kharadi Bypass,trunk,"LINESTRING (73.9379595 18.557761, 73.9380747 18.5583679)"
Kharadi Bypass,trunk,"LINESTRING (73.9381178 18.5577348, 73.9380865 18.5575719, 73.937725 18.5550465)"
Nagar Road,trunk,"LINESTRING (73.9290021 18.5628149, 73.9279372 18.562723)"
