name,highway,geometry
,trunk,"LINESTRING (73.8795133 18.5031085, 73.8794247 18.5030343)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8793592 18.4503949, 73.8792305 18.4503008, 73.8790937 18.4502346, 73.8789247 18.4501748, 73.8787242 18.4501563, 73.8785176 18.45014, 73.877981 18.4500976, 73.8775281 18.4500679)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8797344 18.4507095, 73.8798492 18.4507786)"
,trunk,"LINESTRING (73.8797344 18.4507095, 73.879779 18.4506582)"
Mundhwa Road,trunk,"LINESTRING (73.9277142 18.5059872, 73.9277278 18.5060439, 73.927764 18.5061493, 73.9277869 18.5061991, 73.9278118 18.5062533, 73.9278729 18.5063451, 73.9279348 18.5064202, 73.9280311 18.5065249, 73.9280689 18.5065681)"
Mundhwa Road,trunk,"LINESTRING (73.9280689 18.5065681, 73.9284762 18.5070203)"
Mundhwa Road,trunk,"LINESTRING (73.9290666 18.5076743, 73.9292705 18.5079201, 73.9294797 18.508181, 73.9295822 18.5083095, 73.9296493 18.5083889)"
"['Bund Garden Bridge', 'Nagar Road', 'Bund Garden Road']",trunk,"LINESTRING (73.8847753 18.5448543, 73.8847814 18.5447194, 73.8848079 18.5445369, 73.8853713 18.542118, 73.8854049 18.5419809, 73.8853839 18.5418409)"
Nagar Road,trunk,"LINESTRING (73.8891835 18.5458113, 73.8890101 18.5457625, 73.8888933 18.5457372)"
Viman Nagar Road,trunk,"LINESTRING (73.9182198 18.5608812, 73.9181949 18.5609915)"
Viman Nagar Road,trunk,"LINESTRING (73.918311 18.5609038, 73.9183433 18.5608074)"
Kharadi Bypass,trunk,"LINESTRING (73.9386643 18.5618893, 73.9386526 18.5617413, 73.938426 18.559782)"
Nagar Road,trunk,"LINESTRING (73.9389164 18.5621404, 73.9386815 18.5621172)"
Kharadi Bypass,trunk,"LINESTRING (73.9386846 18.5622096, 73.9386815 18.5621172)"
Kharadi Bypass,trunk,"LINESTRING (73.9385213 18.5622152, 73.9385266 18.5623128)"
Nagar Road,trunk,"LINESTRING (73.9383412 18.5623353, 73.9385266 18.5623128)"
Nagar Road,trunk,"LINESTRING (73.9434437 18.564983, 73.9437813 18.5653837, 73.9440796 18.5657388, 73.9442914 18.5659841, 73.944442 18.5661357)"
Nagar Road,trunk,"LINESTRING (73.9450555 18.5663238, 73.9448944 18.5662377, 73.9446612 18.5660614, 73.9444471 18.5658525, 73.9443783 18.5657728, 73.9442419 18.5656147, 73.944202 18.5655673, 73.9439728 18.5652945, 73.9439444 18.5652606, 73.943904 18.5652126, 73.9437046 18.564976, 73.9436163 18.5648712)"
Nagar Road,trunk,"LINESTRING (73.947463 18.5672413, 73.9454863 18.5665102, 73.9451925 18.566397, 73.9450555 18.5663238)"
Nagar Road,trunk,"LINESTRING (73.9491519 18.5680952, 73.9487837 18.5678725, 73.9486573 18.5677937, 73.948343 18.5675978)"
Nagar Road,trunk,"LINESTRING (73.9593906 18.5743351, 73.9590927 18.5741997, 73.95843 18.5738975, 73.9578582 18.573634, 73.9577221 18.5735747)"
Nagar Road,trunk,"LINESTRING (73.9593558 18.5744083, 73.9594852 18.5744663)"
Nagar Road,trunk,"LINESTRING (73.9641596 18.5761136, 73.9633335 18.5758562, 73.962858 18.5757081, 73.9625023 18.5755775, 73.9622076 18.5754508, 73.9621018 18.5754054)"
Nagar Road,trunk,"LINESTRING (73.9697005 18.577369, 73.9704142 18.5776914, 73.9708949 18.5779085, 73.9711674 18.5780131, 73.9714153 18.5781108, 73.9716185 18.578191, 73.971753 18.578244, 73.9719809 18.5783259, 73.972056 18.5783529)"
Nagar Road,trunk,"LINESTRING (73.9726601 18.5786578, 73.9729915 18.5789086, 73.9732481 18.5790671, 73.9734819 18.5791712, 73.9737079 18.5792478, 73.9739166 18.5792995, 73.9745661 18.5794399, 73.9750042 18.5795598)"
Nagar Road,trunk,"LINESTRING (73.9750042 18.5795598, 73.9753561 18.5797161, 73.975461 18.5797627, 73.9759319 18.579949, 73.9765124 18.5801864, 73.9766055 18.5802245, 73.976886 18.5803361, 73.9771407 18.5804374, 73.9775391 18.5805959, 73.9778107 18.5806794, 73.9780256 18.5807299, 73.9782644 18.5807536)"
Nagar Road,trunk,"LINESTRING (73.9831101 18.5805044, 73.9832679 18.580536, 73.9832828 18.580539, 73.9838819 18.5807202)"
Nagar Road,trunk,"LINESTRING (73.978554 18.580659, 73.9782675 18.5806513, 73.9780223 18.580636, 73.9778309 18.5806057, 73.9775689 18.5805251, 73.9773847 18.5804518)"
Nagar Road,trunk,"LINESTRING (73.97864 18.5806613, 73.978554 18.580659)"
Nagar Road,trunk,"LINESTRING (73.9815952 18.5807244, 73.9820286 18.5806395, 73.9822057 18.5805992, 73.982545 18.5805221)"
Nagar Road,trunk,"LINESTRING (73.9782644 18.5807536, 73.9785664 18.5807601)"
Nagar Road,trunk,"LINESTRING (73.9785664 18.5807601, 73.97865 18.5807619)"
Nagar Road,trunk,"LINESTRING (73.97865 18.5807619, 73.9790777 18.5807712)"
Nagar Road,trunk,"LINESTRING (73.9790777 18.5807712, 73.980339 18.5807825, 73.9805166 18.580778, 73.9808636 18.5807691)"
Nagar Road,trunk,"LINESTRING (73.984332 18.5807766, 73.9835732 18.5805451)"
Nagar Road,trunk,"LINESTRING (73.9845398 18.5808394, 73.984332 18.5807766)"
Nagar Road,trunk,"LINESTRING (73.984607 18.5808598, 73.9845398 18.5808394)"
Nagar Road,trunk,"LINESTRING (73.9845026 18.5809079, 73.9845735 18.5809294)"
Nagar Road,trunk,"LINESTRING (73.9848452 18.5809409, 73.984607 18.5808598)"
Nagar Road,trunk,"LINESTRING (73.9845735 18.5809294, 73.9848156 18.5810026)"
Nagar Road,trunk,"LINESTRING (73.9863948 18.5814108, 73.9860578 18.5812985, 73.9859469 18.581265)"
Nagar Road,trunk,"LINESTRING (73.9863376 18.5814762, 73.9865775 18.5815767)"
Nagar Road,trunk,"LINESTRING (73.9866219 18.5815123, 73.9863948 18.5814108)"
Nagar Road,trunk,"LINESTRING (73.9866848 18.5815404, 73.9866219 18.5815123)"
Nagar Road,trunk,"LINESTRING (73.9865775 18.5815767, 73.9866408 18.581605)"
Nagar Road,trunk,"LINESTRING (73.9866408 18.581605, 73.9867092 18.5816356)"
Nagar Road,trunk,"LINESTRING (73.9869456 18.5816652, 73.9868048 18.581594, 73.9866848 18.5815404)"
Nagar Road,trunk,"LINESTRING (73.9934765 18.5855655, 73.993282 18.5854202, 73.993063 18.5852584, 73.9927899 18.5850859, 73.9921948 18.5847115)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8465912 18.5574789, 73.8467422 18.5572963, 73.8469662 18.5569136, 73.8472089 18.5564496)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8464611 18.5576296, 73.8465541 18.5575234, 73.8465912 18.5574789)"
Bajirao Road,trunk,"LINESTRING (73.8552092 18.5211268, 73.8551965 18.5212134, 73.8551778 18.5212931, 73.8550907 18.5214874)"
Solapur Road,trunk,"LINESTRING (73.8898325 18.506415, 73.8897613 18.5064192, 73.8895468 18.506427)"
Solapur Road,trunk,"LINESTRING (73.8887778 18.5065295, 73.8897686 18.5064934, 73.8898696 18.5064854)"
Solapur Road,trunk,"LINESTRING (73.8845411 18.5065464, 73.8844913 18.5065295, 73.8844098 18.5065342)"
Solapur Road,trunk,"LINESTRING (73.8969285 18.5067325, 73.896717 18.5067556, 73.8966241 18.5067631, 73.8965248 18.5067556, 73.8961912 18.5067044, 73.8937997 18.5063071, 73.8925727 18.5061025, 73.8924368 18.5060952, 73.8921845 18.5061083, 73.8919414 18.5061239, 73.8916565 18.5061597, 73.8914549 18.5061918, 73.8905637 18.5063339, 73.8903382 18.506364, 73.8901694 18.5063866, 73.8898325 18.506415)"
Solapur Road,trunk,"LINESTRING (73.896944 18.5068747, 73.8971369 18.5068985, 73.8973408 18.5069468)"
Bajirao Road,trunk,"LINESTRING (73.8536222 18.5056995, 73.853628 18.505896)"
Nagar Road,trunk,"LINESTRING (73.8858538 18.5453047, 73.8860742 18.5453544, 73.8866796 18.5454728)"
Nagar Road,trunk,"LINESTRING (73.8908456 18.5471052, 73.8909046 18.5471627, 73.8911056 18.5473475, 73.8912046 18.5474386)"
Nagar Road,trunk,"LINESTRING (73.8919304 18.5481887, 73.8924404 18.5487361, 73.8925379 18.5488428, 73.8925864 18.548896, 73.8927632 18.5491226, 73.892844 18.5492315)"
Nagar Road,trunk,"LINESTRING (73.8931398 18.5495957, 73.8932682 18.5497509, 73.8933321 18.5498235, 73.8934719 18.5499824, 73.8937221 18.5502338, 73.8938318 18.5503451)"
Magarpatta Road,trunk,"LINESTRING (73.9331386 18.5336028, 73.9332359 18.5339388)"
Mundhwa Road,trunk,"LINESTRING (73.9333267 18.5342521, 73.9333796 18.534416)"
Nagar Road,trunk,"LINESTRING (73.8971642 18.5523359, 73.8970923 18.5523123, 73.896952 18.5522663, 73.896762 18.5522039, 73.896686 18.5521711)"
Solapur Road,trunk,"LINESTRING (73.9273595 18.5023649, 73.9270444 18.5024864, 73.9266639 18.5025967)"
Solapur Road,trunk,"LINESTRING (73.9243514 18.5033159, 73.9243843 18.5033069, 73.9245662 18.5032571, 73.9246489 18.5032345)"
Solapur Road,trunk,"LINESTRING (73.9219586 18.5037765, 73.9219184 18.5037864, 73.9215642 18.5038765)"
Solapur Road,trunk,"LINESTRING (73.9225192 18.5038134, 73.9226541 18.5037775, 73.923402 18.5035756, 73.9243514 18.5033159)"
Kharadi Bypass,trunk,"LINESTRING (73.9277043 18.5041511, 73.92769 18.5039695, 73.9276795 18.5038083)"
Nagar Road,trunk,"LINESTRING (73.9092583 18.5576018, 73.9095641 18.5578224, 73.9098922 18.5580313)"
Nagar Road,trunk,"LINESTRING (73.9079676 18.5565312, 73.907905 18.5564871, 73.9076939 18.556321, 73.9074049 18.5560528, 73.9072937 18.5559452)"
Nagar Road,trunk,"LINESTRING (73.9106215 18.5581316, 73.9100711 18.5578521, 73.9096855 18.5576616, 73.9092542 18.5573505, 73.9091789 18.5573042, 73.9082923 18.5567597, 73.9079676 18.5565312)"
Kharadi Bypass,trunk,"LINESTRING (73.9375763 18.5551524, 73.9376771 18.555897)"
Kharadi Bypass,trunk,"LINESTRING (73.9376771 18.555897, 73.9377249 18.5562213, 73.9377733 18.5565501, 73.9378119 18.5568123, 73.9378209 18.5568731, 73.9378294 18.5569311, 73.9379271 18.5575947, 73.9379595 18.557761)"
Kharadi Bypass,trunk,"LINESTRING (73.9381065 18.5585354, 73.9381169 18.5585825, 73.9381459 18.5587875, 73.9381628 18.5589069, 73.9382026 18.5592625, 73.9382153 18.5593699, 73.9382658 18.5597987, 73.9383289 18.560228, 73.9384408 18.5613117, 73.938492 18.5617539, 73.9385159 18.5621148)"
Nagar Road,trunk,"LINESTRING (73.9328033 18.5631597, 73.9322306 18.5631187)"
Nagar Road,trunk,"LINESTRING (73.9338436 18.5632255, 73.9328033 18.5631597)"
Nagar Road,trunk,"LINESTRING (73.9352465 18.5632048, 73.9350047 18.5632465, 73.9344966 18.5632596, 73.9338436 18.5632255)"
Kharadi Bypass,trunk,"LINESTRING (73.9372107 18.5509429, 73.9371606 18.5507266)"
Kharadi Bypass,trunk,"LINESTRING (73.9370521 18.5509717, 73.9370854 18.5511254, 73.937129 18.5513231, 73.9371543 18.5515019, 73.9371719 18.5516742, 73.9371801 18.5517399, 73.9372882 18.552608)"
Kharadi Bypass,trunk,"LINESTRING (73.9341974 18.5382116, 73.93422 18.5383268)"
Kharadi Bypass,trunk,"LINESTRING (73.9346789 18.5406367, 73.9348832 18.5416418)"
Kharadi Bypass,trunk,"LINESTRING (73.9361759 18.5470913, 73.9362468 18.5474095)"
Kharadi Bypass,trunk,"LINESTRING (73.9362468 18.5474095, 73.936384 18.5480172, 73.9364887 18.5484811, 73.9367357 18.5495755, 73.9368445 18.5500575, 73.9369812 18.5506631)"
Nagar Road,trunk,"LINESTRING (73.940511 18.5627404, 73.9397807 18.5623983, 73.9393532 18.5622439, 73.9389164 18.5621404)"
Kharadi Bypass,trunk,"LINESTRING (73.9343554 18.5383088, 73.9343455 18.538165)"
Kharadi Bypass,trunk,"LINESTRING (73.9346461 18.5396193, 73.9343854 18.538444, 73.9343554 18.5383088)"
Kharadi Bypass,trunk,"LINESTRING (73.9347842 18.5402628, 73.9346605 18.5397562)"
Kharadi Bypass,trunk,"LINESTRING (73.9348263 18.5405032, 73.9347842 18.5402628)"
Kharadi Bypass,trunk,"LINESTRING (73.935145 18.5421604, 73.935101 18.5419526, 73.9350736 18.5418234)"
Kharadi Bypass,trunk,"LINESTRING (73.9356957 18.5446036, 73.9356124 18.5442159, 73.935556 18.5439848, 73.9354976 18.5437113, 73.9354304 18.5433965, 73.935229 18.542532)"
Kharadi Bypass,trunk,"LINESTRING (73.9359509 18.5454987, 73.9358733 18.5452274)"
Kharadi Bypass,trunk,"LINESTRING (73.9360056 18.5457486, 73.9359509 18.5454987)"
Pune-Solapur Road,trunk,"LINESTRING (73.9135764 18.5060934, 73.913014 18.5061366)"
Pune-Solapur Road,trunk,"LINESTRING (73.913014 18.5061366, 73.9127962 18.5061587, 73.9126052 18.5061788)"
Shivaji Road,trunk,"LINESTRING (73.8583887 18.506098, 73.8585368 18.5059154, 73.8586647 18.5056843)"
Shivaji Road,trunk,"LINESTRING (73.8532282 18.5256872, 73.8531741 18.525804)"
Shivaji Road,trunk,"LINESTRING (73.8499519 18.5289578, 73.8498773 18.5293006, 73.8498519 18.5296261)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8538916 18.529964, 73.8537434 18.5298076, 73.8536737 18.5297376, 73.8536127 18.5296855, 73.8533659 18.5295335, 73.8531929 18.5294751)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8556505 18.5300266, 73.8553601 18.5300422, 73.8551107 18.53006, 73.8549108 18.5300587, 73.8544576 18.5300187, 73.8540177 18.5299671, 73.8538916 18.529964)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8556505 18.5300266, 73.8554836 18.5301083, 73.8553307 18.5301668, 73.8552059 18.5302825, 73.8548905 18.5305833, 73.8531378 18.5323397, 73.852937 18.5325579, 73.852744 18.5327895, 73.8523775 18.533319, 73.8522488 18.5334563)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8539652 18.5317184, 73.8548385 18.5309361, 73.8549431 18.5308309, 73.8549894 18.5307619, 73.8550181 18.5306123, 73.8550111 18.5304907, 73.8549766 18.5303722, 73.8549424 18.5302927, 73.8548914 18.5302304, 73.8548264 18.5301789, 73.8547533 18.5301388, 73.8546514 18.5301121, 73.8544361 18.5300987, 73.8541626 18.530072, 73.8539935 18.530032, 73.8538916 18.529964)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8536462 18.5319215, 73.853874 18.5317073, 73.8548572 18.5307695, 73.8549367 18.5307037)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8536462 18.5319215, 73.8538177 18.5318446, 73.8539652 18.5317184)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8549367 18.5307037, 73.8553365 18.530349)"
Solapur Road Flyover,trunk,"LINESTRING (73.9364916 18.5010516, 73.9367209 18.5010299, 73.937024 18.5010045, 73.938057 18.5009096, 73.9386235 18.5008412, 73.9408038 18.5005406, 73.9410334 18.5005101, 73.9413061 18.5004738)"
Shree Sant Dnyaneshwar Maharaj and Shree Sant Tukaram Maharaj  Flyover,trunk,"LINESTRING (73.9364916 18.5010516, 73.9365204 18.5010748, 73.9365674 18.5011007, 73.9366946 18.5011303, 73.9379376 18.5010412, 73.9382824 18.5010004, 73.9389378 18.5009128, 73.9391102 18.5008238, 73.9392449 18.5007248, 73.9393206 18.5006238, 73.9393722 18.5005157, 73.9394088 18.5004234, 73.9394195 18.5002968, 73.9394277 18.500139, 73.939483 18.4998854, 73.9395713 18.4996763, 73.9395997 18.4996389, 73.9397009 18.4995522, 73.9398255 18.4994448, 73.9407495 18.4986544, 73.940779 18.4986282, 73.9408145 18.4985959, 73.9408422 18.4985697)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8728322 18.5297577, 73.873321 18.5297891, 73.8734425 18.5298102, 73.8735586 18.5298162, 73.8739485 18.5298125, 73.8740381 18.5298117, 73.8743431 18.5298385, 73.8744543 18.5298536, 73.8745409 18.5298936, 73.8746411 18.5299675, 73.8747324 18.5300507, 73.8747538 18.5300698)"
Bund Garden Road,trunk,"LINESTRING (73.8811467 18.5369443, 73.8812741 18.5371461, 73.8815421 18.5375773, 73.8815696 18.5376215, 73.8817235 18.5378627, 73.8819006 18.5381403, 73.8819429 18.5382012, 73.8820466 18.5383504, 73.8821921 18.5385599, 73.8825944 18.5391856, 73.8830461 18.5398877)"
Late Keshavrao Jedhe Flyover,trunk,"LINESTRING (73.8583843 18.4999896, 73.858442 18.5001104, 73.8584943 18.5001842, 73.8585533 18.5002605, 73.8586123 18.500319, 73.8586606 18.5003661, 73.8587223 18.5004093, 73.8588001 18.5004576, 73.8588886 18.5004856, 73.8589798 18.5005085, 73.859138 18.5005276, 73.8592842 18.50052, 73.8603826 18.5004297, 73.8606776 18.5003915, 73.8614327 18.5002376, 73.8616714 18.5001969)"
Late Keshavrao Jedhe Flyover,trunk,"LINESTRING (73.8583843 18.4999896, 73.8583615 18.5001359, 73.85832 18.5002465, 73.8582771 18.5003139, 73.8582194 18.5003839, 73.8581523 18.5004411, 73.8580598 18.5004945, 73.8579176 18.5005378, 73.8574187 18.5006331, 73.8569158 18.50074, 73.8561138 18.5009371, 73.8558792 18.5009613)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8557223 18.5010896, 73.8554245 18.5011534)"
Shivaji Road,trunk,"LINESTRING (73.8532798 18.5257947, 73.8533112 18.5257293)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8514976 18.5418157, 73.8514759 18.5416981, 73.8513924 18.5413196, 73.8511974 18.5404359)"
Nagar Road,trunk,"LINESTRING (73.9859469 18.581265, 73.9854336 18.581114, 73.9851471 18.5810297)"
,trunk,"LINESTRING (73.860518 18.4381648, 73.860565 18.4377567, 73.8605824 18.4375074, 73.8605958 18.437328)"
,trunk,"LINESTRING (73.860518 18.4381648, 73.8605003 18.4384295, 73.8604744 18.4388152)"
,trunk,"LINESTRING (73.8584541 18.4995801, 73.858396 18.4993508, 73.8581952 18.4978631, 73.858088 18.4972781, 73.8580276 18.4969691, 73.8580222 18.4968368, 73.8580531 18.4964247, 73.8580652 18.496211, 73.8579904 18.4944025, 73.8579948 18.4940588)"
Satara Road,trunk,"LINESTRING (73.8584541 18.4995801, 73.8585029 18.4993801, 73.8584488 18.4989486, 73.8584065 18.4986752, 73.8583456 18.4982739, 73.8583087 18.4980334, 73.8583041 18.4980081)"
,trunk,"LINESTRING (73.8605083 18.4362229, 73.860561 18.4364832, 73.8605867 18.4366433, 73.8605999 18.4368668)"
"['Solapur Road', 'Solapur Road Flyover']",trunk,"LINESTRING (73.9174879 18.5052386, 73.9179244 18.5051184, 73.919531 18.5046528, 73.9204085 18.5043985, 73.9209683 18.5042357, 73.9211731 18.5041762, 73.921476 18.5040948)"
Nagar Road,trunk,"LINESTRING (73.9508877 18.5691296, 73.9505981 18.5689482, 73.950236 18.5687346)"
Satara Road,trunk,"LINESTRING (73.8575954 18.4693828, 73.8576237 18.4692524, 73.8577088 18.4688003, 73.8577992 18.4683959)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8756007 18.4499477, 73.8758123 18.449979)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.874297 18.4497283, 73.8745265 18.4497579)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8745265 18.4497579, 73.8756007 18.4499477)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8735319 18.4496141, 73.8737119 18.449626, 73.8738134 18.4496317, 73.8739168 18.4496516)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8719935 18.4496755, 73.8720669 18.4496766, 73.8724325 18.4496561, 73.8725281 18.4496507, 73.8730335 18.4496217, 73.8733671 18.4496098, 73.8735319 18.4496141)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8705044 18.4492918, 73.871145 18.449552, 73.8715024 18.4496439)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8697417 18.4489494, 73.8705044 18.4492918)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8695441 18.4488514, 73.8697417 18.4489494)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8693923 18.448786, 73.8695441 18.4488514)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8692182 18.448711, 73.8693923 18.448786)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8678417 18.4482732, 73.8681969 18.4483518)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8684482 18.4484223, 73.8685844 18.4484626, 73.8686198 18.448476)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8686198 18.448476, 73.8687694 18.448531)"
Solapur Road,trunk,"LINESTRING (73.9538737 18.4988104, 73.9538943 18.4988075, 73.9540742 18.4987819, 73.9541378 18.4987728)"
Solapur Road,trunk,"LINESTRING (73.9561712 18.4983746, 73.9559405 18.4984074, 73.9549121 18.4985537)"
Saswad Road,trunk,"LINESTRING (73.9436219 18.4964447, 73.9443509 18.4958874)"
Saswad Road,trunk,"LINESTRING (73.9443509 18.4958874, 73.9443874 18.4958595, 73.9447844 18.4955813)"
Saswad Road,trunk,"LINESTRING (73.9447844 18.4955813, 73.9454794 18.4950942)"
Saswad Road,trunk,"LINESTRING (73.9456956 18.4949445, 73.9464564 18.4944096)"
Saswad Road,trunk,"LINESTRING (73.9464564 18.4944096, 73.9466684 18.494261, 73.9470612 18.4939544, 73.9472724 18.4937654)"
Saswad Road,trunk,"LINESTRING (73.9472724 18.4937654, 73.9473154 18.4937269, 73.9475089 18.4934965, 73.9478073 18.4931347, 73.9482724 18.4925098, 73.9487017 18.491933)"
Satara Road,trunk,"LINESTRING (73.8576596 18.4675438, 73.8576128 18.4679779)"
,trunk,"LINESTRING (73.8590616 18.4461725, 73.8589932 18.4464613)"
Satara Road,trunk,"LINESTRING (73.8575055 18.4850138, 73.8575152 18.4851773, 73.8575008 18.4856073, 73.8574912 18.4858946, 73.857467 18.4861353)"
Shivaji Road,trunk,"LINESTRING (73.8579273 18.5098122, 73.8579425 18.5095557)"
Saswad Road,trunk,"LINESTRING (73.9412361 18.4981138, 73.9409068 18.4983842)"
Satara Road,trunk,"LINESTRING (73.8573643 18.4893622, 73.8573924 18.4894924, 73.857433 18.4898064, 73.8575565 18.490761)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8886317 18.4534456, 73.8887064 18.4534035, 73.8888512 18.4532949, 73.8891948 18.4529722, 73.8892217 18.4529469, 73.8893317 18.452868)"
,trunk,"LINESTRING (73.8590817 18.4461, 73.8590616 18.4461725)"
,trunk,"LINESTRING (73.8591528 18.4458418, 73.8590817 18.4461)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8490914 18.450889, 73.8475182 18.4513623)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8820257 18.4517792, 73.8824332 18.4519767)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8824332 18.4519767, 73.8828429 18.4521866, 73.8830651 18.452326, 73.883197 18.4524412)"
Nagar Road,trunk,"LINESTRING (73.8995465 18.5532622, 73.9000087 18.5534148, 73.9006083 18.5536091)"
Nagar Road,trunk,"LINESTRING (73.9006083 18.5536091, 73.9022336 18.5541356, 73.9031507 18.554399, 73.9034719 18.5544816, 73.9036944 18.554512, 73.9039224 18.5545495, 73.9046131 18.5547847, 73.9056693 18.5551213, 73.9058707 18.5552069)"
Nagar Road,trunk,"LINESTRING (73.9551035 18.5720909, 73.9553673 18.5722705, 73.9554604 18.5723339, 73.9561846 18.5728271)"
Nagar Road,trunk,"LINESTRING (73.9854975 18.5812088, 73.9859309 18.5813399)"
Nagar Road,trunk,"LINESTRING (73.9859309 18.5813399, 73.9860307 18.5813701, 73.9862029 18.5814275)"
Nagar Road,trunk,"LINESTRING (73.9862029 18.5814275, 73.9863376 18.5814762)"
Nagar Road,trunk,"LINESTRING (73.9867092 18.5816356, 73.9867665 18.5816612, 73.9871879 18.5818742, 73.9872986 18.5819279, 73.9876854 18.5821155, 73.9881139 18.5823498, 73.9882586 18.5824373)"
Nagar Road,trunk,"LINESTRING (73.9882586 18.5824373, 73.9885555 18.5826168, 73.9887128 18.5827119, 73.9889744 18.5828736)"
Nagar Road,trunk,"LINESTRING (73.921088 18.561811, 73.9211662 18.5618347, 73.9213477 18.5618829, 73.9215317 18.5619287, 73.9220598 18.5620601, 73.9221239 18.5620761, 73.9221682 18.5620871, 73.9223379 18.5621294, 73.922463 18.5621614, 73.92352 18.5624317, 73.9236391 18.5624622, 73.9242274 18.5626094, 73.9246885 18.5626973, 73.9251932 18.5627654, 73.925871 18.5628323, 73.9266485 18.5628856, 73.9271696 18.5629099, 73.9276931 18.5629361, 73.927847 18.5629415)"
Nagar Road,trunk,"LINESTRING (73.9278637 18.5627166, 73.9271879 18.5626892, 73.9266552 18.5626574, 73.9260639 18.5626169)"
,trunk,"LINESTRING (73.9322077 18.5633407, 73.9322146 18.563274)"
Nagar Road,trunk,"LINESTRING (73.9322077 18.5633407, 73.9325988 18.563363, 73.9335537 18.5634227, 73.934464 18.5634477, 73.9345223 18.5634448)"
Nagar Road,trunk,"LINESTRING (73.948343 18.5675978, 73.9479466 18.567437)"
,trunk,"LINESTRING (73.9322229 18.5631929, 73.9322306 18.5631187)"
,trunk,"LINESTRING (73.9322229 18.5631929, 73.9322146 18.563274)"
,trunk,"LINESTRING (73.9322146 18.563274, 73.9322077 18.5633407)"
,trunk,"LINESTRING (73.9322146 18.563274, 73.9322229 18.5631929)"
Nagar Road,trunk,"LINESTRING (73.9345223 18.5634448, 73.9350028 18.5634208, 73.9353127 18.5633708, 73.9355443 18.5633165, 73.935633 18.5632957, 73.9360639 18.5631393, 73.93635 18.5630275)"
,trunk,"LINESTRING (73.938574 18.5005853, 73.9385723 18.5006888)"
,trunk,"LINESTRING (73.938574 18.5005853, 73.9385005 18.5006457, 73.938427 18.500706)"
,trunk,"LINESTRING (73.9385723 18.5006888, 73.938427 18.500706)"
,trunk,"LINESTRING (73.9385723 18.5006888, 73.938705 18.5006712)"
,trunk,"LINESTRING (73.9385723 18.5006888, 73.9385094 18.5009236)"
Magarpatta Road,trunk,"LINESTRING (73.9330057 18.5330785, 73.9330886 18.5334009, 73.9331386 18.5336028)"
Mundhwa Road,trunk,"LINESTRING (73.9330943 18.5330598, 73.9330625 18.5329719)"
Magarpatta Road,trunk,"LINESTRING (73.9330625 18.5329719, 73.9329055 18.5325388, 73.9328073 18.5323429, 73.9327103 18.5321833, 73.9325066 18.5319262, 73.9323764 18.5317841, 73.932304 18.531673, 73.9322796 18.5315615, 73.9322749 18.5314794, 73.9323107 18.5311632, 73.9323676 18.5306619, 73.9323887 18.5304756, 73.9324073 18.5303115)"
Mundhwa Road,trunk,"LINESTRING (73.9329788 18.532989, 73.9330057 18.5330785)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8558792 18.5009613, 73.8557223 18.5010896)"
Nagar Road,trunk,"LINESTRING (73.944442 18.5661357, 73.9445208 18.5662081, 73.9447775 18.5664021, 73.9451016 18.5665753, 73.9454102 18.5666943, 73.9481186 18.5677038, 73.948237 18.5677586)"
Nagar Road,trunk,"LINESTRING (73.9496438 18.5685522, 73.9505782 18.569081, 73.9506211 18.5691053, 73.9508431 18.5692164)"
